title,release_year,results
Served Like a Girl,2017,"[{'_id': '61e5c3c1cffb8f2faa5160ab', 'id': 'tt5666304', 'primaryImage': {'id': 'rm2559781376', 'width': 1016, 'height': 1500, 'url': 'https://m.media-amazon.com/images/M/MV5BMzAzOTQ2NTg1OF5BMl5BanBnXkFtZTgwNTUyNzUzMjI@._V1_.jpg', 'caption': {'plainText': 'John C. Reilly, Fred Armisen, Molly Shannon, Alison Brie, Dave Franco, Kate Micucci, and Aubrey Plaza in The Little Hours (2017)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The Little Hours', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The Little Hours', '__typename': 'TitleText'}, 'releaseYear': {'year': 2017, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 30, 'month': 6, 'year': 2017, '__typename': 'ReleaseDate'}}]"
Beach Rats,2017,"[{'_id': '61e5b977d8f3c0931e4eed7d', 'id': 'tt3481634', 'primaryImage': {'id': 'rm3923784960', 'width': 2835, 'height': 4200, 'url': 'https://m.media-amazon.com/images/M/MV5BNWM0ODdkNTYtNjAwNS00OTE1LTlhMWMtOGE5OThjM2MzMzAwXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_.jpg', 'caption': {'plainText': 'Nicolas Cage, Gina Gershon, and Nicky Whelan in Inconceivable (2017)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Inconceivable', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Inconceivable', '__typename': 'TitleText'}, 'releaseYear': {'year': 2017, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 6, 'month': 7, 'year': 2017, '__typename': 'ReleaseDate'}}]"
Film Stars Don't Die in Liverpool,2017,"[{'_id': '61e59300cffb8f2faa457e6d', 'id': 'tt1131724', 'primaryImage': {'id': 'rm1157792001', 'width': 1034, 'height': 1500, 'url': 'https://m.media-amazon.com/images/M/MV5BZGE4YWE0YWYtY2ViZC00YWY3LWI3ZTAtMzE4NTQ0ZjI3MGY5XkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_.jpg', 'caption': {'plainText': 'Michiel Huisman and Teresa Palmer in 2:22 (2017)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': '2:22', '__typename': 'TitleText'}, 'originalTitleText': {'text': '2:22', '__typename': 'TitleText'}, 'releaseYear': {'year': 2017, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 6, 'month': 7, 'year': 2017, '__typename': 'ReleaseDate'}}]"
Tulip Fever,2017,"[{'_id': '61e5c69778c012aa34520c6d', 'id': 'tt6265828', 'primaryImage': {'id': 'rm3552063744', 'width': 1012, 'height': 1500, 'url': 'https://m.media-amazon.com/images/M/MV5BMzcyNTc1ODQzMF5BMl5BanBnXkFtZTgwNTgzMzY4MTI@._V1_.jpg', 'caption': {'plainText': 'A Ghost Story (2017)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'A Ghost Story', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'A Ghost Story', '__typename': 'TitleText'}, 'releaseYear': {'year': 2017, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 16, 'month': 11, 'year': 2017, '__typename': 'ReleaseDate'}}]"
Unlocked,2017,"[{'_id': '61e5b310d735dff3f94d6d8b', 'id': 'tt2250912', 'primaryImage': {'id': 'rm3491180544', 'width': 674, 'height': 1024, 'url': 'https://m.media-amazon.com/images/M/MV5BNTk4ODQ1MzgzNl5BMl5BanBnXkFtZTgwMTMyMzM4MTI@._V1_.jpg', 'caption': {'plainText': 'Spider-Man: Homecoming (2017)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Spider-Man: Homecoming', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Spider-Man: Homecoming', '__typename': 'TitleText'}, 'releaseYear': {'year': 2017, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 6, 'month': 7, 'year': 2017, '__typename': 'ReleaseDate'}}]"
It,2017,"[{'_id': '61e5b95378c012aa344ee003', 'id': 'tt3450958', 'primaryImage': {'id': 'rm3242285568', 'width': 675, 'height': 1000, 'url': 'https://m.media-amazon.com/images/M/MV5BNDNmYTQzMDEtMmY0MS00OTNjLTk4MjItMDZhMzkzOGI3MzA0XkEyXkFqcGdeQXVyNjk5NDA3OTk@._V1_.jpg', 'caption': {'plainText': 'Andy Serkis in War for the Planet of the Apes (2017)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'War for the Planet of the Apes', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'War for the Planet of the Apes', '__typename': 'TitleText'}, 'releaseYear': {'year': 2017, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 13, 'month': 7, 'year': 2017, '__typename': 'ReleaseDate'}}]"
Home Again,2017,"[{'_id': '61e5c21ecffb8f2faa50fca3', 'id': 'tt5322012', 'primaryImage': {'id': 'rm103885312', 'width': 2764, 'height': 4096, 'url': 'https://m.media-amazon.com/images/M/MV5BOGQxN2NlMWItNzMyOC00ODYxLThkNDktMWQ0ZjA2MjQyYjIwXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_.jpg', 'caption': {'plainText': 'Joey King in Wish Upon (2017)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Wish Upon', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Wish Upon', '__typename': 'TitleText'}, 'releaseYear': {'year': 2017, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 20, 'month': 7, 'year': 2017, '__typename': 'ReleaseDate'}}]"
The Good Catholic,2017,"[{'_id': '61e5c0b195801a78bc50a95f', 'id': 'tt5013056', 'primaryImage': {'id': 'rm3222677504', 'width': 2764, 'height': 4096, 'url': 'https://m.media-amazon.com/images/M/MV5BN2YyZjQ0NTEtNzU5MS00NGZkLTg0MTEtYzJmMWY3MWRhZjM2XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_.jpg', 'caption': {'plainText': 'Fionn Whitehead in Dunkirk (2017)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Dunkirk', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Dunkirk', '__typename': 'TitleText'}, 'releaseYear': {'year': 2017, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 20, 'month': 7, 'year': 2017, '__typename': 'ReleaseDate'}}]"
Gun Shy,2017,"[{'_id': '61e5b9d6971a4a15d64f03b3', 'id': 'tt3564472', 'primaryImage': {'id': 'rm3929943808', 'width': 1293, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BMjMwNTEzODUwMV5BMl5BanBnXkFtZTgwNjE5NjA5MjI@._V1_.jpg', 'caption': {'plainText': 'Jada Pinkett Smith, Queen Latifah, Regina Hall, and Tiffany Haddish in Girls Trip (2017)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Girls Trip', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Girls Trip', '__typename': 'TitleText'}, 'releaseYear': {'year': 2017, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 7, 'month': 9, 'year': 2017, '__typename': 'ReleaseDate'}}]"
Fallen,2017,"[{'_id': '61e5c4c7cffb8f2faa519ee7', 'id': 'tt5884234', 'primaryImage': {'id': 'rm513615872', 'width': 4050, 'height': 6000, 'url': 'https://m.media-amazon.com/images/M/MV5BNDE1YjU5YzYtYTdmYi00NjkzLThiZTItMTQ5NzMxZTNiMzdiXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_.jpg', 'caption': {'plainText': 'Bruce Willis and Hayden Christensen in First Kill (2017)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'First Kill', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'First Kill', '__typename': 'TitleText'}, 'releaseYear': {'year': 2017, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 21, 'month': 7, 'year': 2017, '__typename': 'ReleaseDate'}}]"
American Assassin,2017,"[{'_id': '61e5b47f909c2ca7814dc573', 'id': 'tt2406566', 'primaryImage': {'id': 'rm3364431872', 'width': 1293, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BMjM5NDYzMzg5N15BMl5BanBnXkFtZTgwOTM2NDU1MjI@._V1_.jpg', 'caption': {'plainText': 'Charlize Theron in Atomic Blonde (2017)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Atomic Blonde', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Atomic Blonde', '__typename': 'TitleText'}, 'releaseYear': {'year': 2017, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 10, 'month': 8, 'year': 2017, '__typename': 'ReleaseDate'}}]"
Brad's Status,2017,"[{'_id': '61e5c00cef99b1c543507b27', 'id': 'tt4877122', 'primaryImage': {'id': 'rm2679254528', 'width': 1382, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BMTkzMzM3OTM2Ml5BMl5BanBnXkFtZTgwMDM0NDU3MjI@._V1_.jpg', 'caption': {'plainText': 'Patrick Stewart, Sean Hayes, James Corden, Anna Faris, Maya Rudolph, Rob Riggle, and T.J. Miller in The Emoji Movie (2017)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The Emoji Movie', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The Emoji Movie', '__typename': 'TitleText'}, 'releaseYear': {'year': 2017, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 10, 'month': 8, 'year': 2017, '__typename': 'ReleaseDate'}}]"
Kingsman: The Golden Circle,2017,"[{'_id': '61e5c6dbb597b91eb9521def', 'id': 'tt6322922', 'primaryImage': {'id': 'rm3091543296', 'width': 1312, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BNTkzNTQ0MzA3Ml5BMl5BanBnXkFtZTgwNzg4OTcyMjI@._V1_.jpg', 'caption': {'plainText': 'An Inconvenient Sequel: Truth to Power (2017)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'An Inconvenient Sequel: Truth to Power', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'An Inconvenient Sequel: Truth to Power', '__typename': 'TitleText'}, 'releaseYear': {'year': 2017, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 23, 'month': 11, 'year': 2017, '__typename': 'ReleaseDate'}}]"
The Lego Ninjago Movie,2017,"[{'_id': '61e5c273d735dff3f95113bd', 'id': 'tt5390504', 'primaryImage': {'id': 'rm3963498240', 'width': 1382, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BMTg4MDk4MTUxMF5BMl5BanBnXkFtZTgwNDE5NjA5MjI@._V1_.jpg', 'caption': {'plainText': 'Anthony Mackie, Will Poulter, John Boyega, and Algee Smith in Detroit (2017)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Detroit', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Detroit', '__typename': 'TitleText'}, 'releaseYear': {'year': 2017, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 28, 'month': 9, 'year': 2017, '__typename': 'ReleaseDate'}}]"
Stronger,2017,"[{'_id': '61e5c46795801a78bc518ef1', 'id': 'tt5805752', 'primaryImage': {'id': 'rm2975160576', 'width': 800, 'height': 1200, 'url': 'https://m.media-amazon.com/images/M/MV5BZTVmZWFjNjktZGU2NC00NDM5LWEwM2ItMTFmODk2N2FlYmI4XkEyXkFqcGdeQXVyODIzMzU2Mzk@._V1_.jpg', 'caption': {'plainText': 'Brigsby Bear (2017)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Brigsby Bear', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Brigsby Bear', '__typename': 'TitleText'}, 'releaseYear': {'year': 2017, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 19, 'month': 10, 'year': 2017, '__typename': 'ReleaseDate'}}]"
Woodshock,2017,"[{'_id': '61e5c6e9971a4a15d6522557', 'id': 'tt6333086', 'primaryImage': {'id': 'rm1854420736', 'width': 1688, 'height': 2500, 'url': 'https://m.media-amazon.com/images/M/MV5BZjQxYTc1MGEtNzhhOS00YWJmLWJlOWUtZWJlZjA5Yzk4NDA0XkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_.jpg', 'caption': {'plainText': 'Menashe Lustig in Menashe (2017)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Menashe', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Menashe', '__typename': 'TitleText'}, 'releaseYear': {'year': 2017, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 16, 'month': 8, 'year': 2018, '__typename': 'ReleaseDate'}}]"
Victoria & Abdul,2017,"[{'_id': '61e5ad09b597b91eb94bf65d', 'id': 'tt1648190', 'primaryImage': {'id': 'rm2703438848', 'width': 1382, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BMTU3MjUwMzQ3MF5BMl5BanBnXkFtZTgwMjcwNjkxMjI@._V1_.jpg', 'caption': {'plainText': 'Matthew McConaughey, Idris Elba, and Tom Taylor in The Dark Tower (2017)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The Dark Tower', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The Dark Tower', '__typename': 'TitleText'}, 'releaseYear': {'year': 2017, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 24, 'month': 8, 'year': 2017, '__typename': 'ReleaseDate'}}]"
(Romance) in the Digital Age,2017,"[{'_id': '61e5a5ead735dff3f94a37bb', 'id': 'tt1458169', 'primaryImage': {'id': 'rm3811584000', 'width': 1012, 'height': 1500, 'url': 'https://m.media-amazon.com/images/M/MV5BMTcyNDgyODEzOV5BMl5BanBnXkFtZTgwMTI4MTA2MjI@._V1_.jpg', 'caption': {'plainText': 'Halle Berry in Kidnap (2017)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Kidnap', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Kidnap', '__typename': 'TitleText'}, 'releaseYear': {'year': 2017, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 31, 'month': 8, 'year': 2017, '__typename': 'ReleaseDate'}}]"
Jeepers Creepers 3,2017,"[{'_id': '61e5c431909c2ca781517e47', 'id': 'tt5758404', 'primaryImage': {'id': 'rm856176128', 'width': 480, 'height': 711, 'url': 'https://m.media-amazon.com/images/M/MV5BMjAxNjY0MTk2MV5BMl5BanBnXkFtZTgwNTU2NDEwMjI@._V1_.jpg', 'caption': {'plainText': 'Step (2017)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Step', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Step', '__typename': 'TitleText'}, 'releaseYear': {'year': 2017, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 4, 'month': 8, 'year': 2017, '__typename': 'ReleaseDate'}}]"
Flatliners,2017,"[{'_id': '61e5c251e1a8ddbd96510ae7', 'id': 'tt5362988', 'primaryImage': {'id': 'rm195766528', 'width': 1382, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BMTUyMjU1OTUwM15BMl5BanBnXkFtZTgwMDg1NDQ2MjI@._V1_.jpg', 'caption': {'plainText': 'Elizabeth Olsen and Jeremy Renner in Wind River (2017)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Wind River', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Wind River', '__typename': 'TitleText'}, 'releaseYear': {'year': 2017, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 14, 'month': 9, 'year': 2017, '__typename': 'ReleaseDate'}}]"
Mark Felt: The Man Who Brought Down the White House,2017,"[{'_id': '61e5be8978c012aa34501d3b', 'id': 'tt4557208', 'primaryImage': {'id': 'rm395718144', 'width': 1382, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BMjIzMDU1NDEwNF5BMl5BanBnXkFtZTgwNjEzMTc3MjI@._V1_.jpg', 'caption': {'plainText': 'Wesley Snipes in Armed Response (2017)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Armed Response', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Armed Response', '__typename': 'TitleText'}, 'releaseYear': {'year': 2017, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 9, 'month': 8, 'year': 2017, '__typename': 'ReleaseDate'}}]"
Blade Runner 2049,2017,"[{'_id': '61e5c1488a5a6a599f50cc47', 'id': 'tt5140878', 'primaryImage': {'id': 'rm2306550016', 'width': 1382, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BMjA1MzIwMjMxNF5BMl5BanBnXkFtZTgwMDQ3NTc2MjI@._V1_.jpg', 'caption': {'plainText': 'Lulu Wilson in Annabelle: Creation (2017)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Annabelle: Creation', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Annabelle: Creation', '__typename': 'TitleText'}, 'releaseYear': {'year': 2017, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 10, 'month': 8, 'year': 2017, '__typename': 'ReleaseDate'}}]"
The Mountain Between Us,2017,"[{'_id': '61e5b43ee1a8ddbd964db703', 'id': 'tt2378507', 'primaryImage': {'id': 'rm3309447936', 'width': 1328, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BMTY2Nzk0MDE3Nl5BMl5BanBnXkFtZTgwOTI0ODc0MjI@._V1_.jpg', 'caption': {'plainText': 'Woody Harrelson and Brie Larson in The Glass Castle (2017)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The Glass Castle', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The Glass Castle', '__typename': 'TitleText'}, 'releaseYear': {'year': 2017, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 19, 'month': 10, 'year': 2017, '__typename': 'ReleaseDate'}}]"
The Florida Project,2017,"[{'_id': '61e5b97ca66e5964234eeaa3', 'id': 'tt3486626', 'primaryImage': {'id': 'rm1238379520', 'width': 1633, 'height': 2425, 'url': 'https://m.media-amazon.com/images/M/MV5BZTA5ZDZhMjgtNjNkOC00MzM0LWFlZmItZTM4MjJkMGEyZGQwXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_.jpg', 'caption': {'plainText': 'Jackie Chan, Katherine Heigl, Will Arnett, and Maya Rudolph in The Nut Job 2: Nutty by Nature (2017)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The Nut Job 2: Nutty by Nature', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The Nut Job 2: Nutty by Nature', '__typename': 'TitleText'}, 'releaseYear': {'year': 2017, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 13, 'month': 9, 'year': 2019, '__typename': 'ReleaseDate'}}]"
Brawl in Cell Block 99,2017,"[{'_id': '61e5bfe4ef99b1c5435071b1', 'id': 'tt4846232', 'primaryImage': {'id': 'rm1305226752', 'width': 1382, 'height': 2047, 'url': 'https://m.media-amazon.com/images/M/MV5BNGQ3Y2VjNmUtMDdiMC00YTE1LWI5NmUtZDIzMTJmODQyNDU4XkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_.jpg', 'caption': {'plainText': 'Robert Pattinson and Benny Safdie in Good Time (2017)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Good Time', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Good Time', '__typename': 'TitleText'}, 'releaseYear': {'year': 2017, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 12, 'month': 10, 'year': 2017, '__typename': 'ReleaseDate'}}]"
